SYMBOL,LAST_PRICE,PX_SETTLE,Expiry Date,Settle Price = Today
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
0.0,-2146826238,#N/A Mandatory parameter [SECURITY] cannot be empty,1899-12-30,
