bloomberg,PX_SETTLE,PX_LAST,PX_BID,PX_ASK,OPT_EXPIRE_DT,MONEYNESS
XCMEOCADCS20250730N0WY2/111.5,1.422556,1.418899,1.406931,1.438181,2025-07-30,OTM
XCMEOCADPS20250730N0WY2/111.5,1.574802,1.579604,1.559177,1.590427,2025-07-30,ITM
XCMEOCADCS20250730N0WY2/111.75,1.458779,1.455084,1.443154,1.474404,2025-07-30,OTM
XCMEOCADPS20250730N0WY2/111.75,2.119681,2.128372,2.104056,2.135306,2025-07-30,ITM
XCMEOCADCS20250730N0WY2/112.0,1.067599,1.075845,1.051974,1.083224,2025-07-30,OTM
XCMEOCADPS20250730N0WY2/112.0,2.418344,2.422683,2.402719,2.433969,2025-07-30,ITM
XCMEOCADCS20250730N0WY2/112.25,1.470181,1.470635,1.454556,1.485806,2025-07-30,OTM
XCMEOCADPS20250730N0WY2/112.25,2.281136,2.271777,2.265511,2.296761,2025-07-30,ITM
XCMEOCADCS20250730N0WY2/112.5,1.514682,1.519854,1.499057,1.530307,2025-07-30,OTM
XCMEOCADPS20250730N0WY2/112.5,2.657352,2.650647,2.641727,2.672977,2025-07-30,ITM
XCMEOCADCS20250730N0WY2/112.75,1.381983,1.383783,1.366358,1.397608,2025-07-30,OTM
XCMEOCADPS20250730N0WY2/112.75,3.273323,3.2778,3.257698,3.288948,2025-07-30,ITM
XCMEOCADCS20250730N0WY2/113.0,1.222338,1.223302,1.206713,1.237963,2025-07-30,OTM
XCMEOCADPS20250730N0WY2/113.0,3.452565,3.452251,3.43694,3.46819,2025-07-30,ITM
XCMEOCADCS20250801N0ZN2/109.0,3.333681,3.336357,3.318056,3.349306,2025-08-01,ITM
XCMEOCADPS20250801N0ZN2/109.0,1.635518,1.643274,1.619893,1.651143,2025-08-01,OTM
XCMEOCADCS20250801N0ZN2/109.25,3.096245,3.103731,3.08062,3.11187,2025-08-01,ITM
XCMEOCADPS20250801N0ZN2/109.25,1.144548,1.145727,1.128923,1.160173,2025-08-01,OTM
XCMEOCADCS20250801N0ZN2/109.5,2.654219,2.644604,2.638594,2.669844,2025-08-01,ITM
XCMEOCADPS20250801N0ZN2/109.5,1.136342,1.139601,1.120717,1.151967,2025-08-01,OTM
XCMEOCADCS20250801N0ZN2/109.75,2.369458,2.369714,2.353833,2.385083,2025-08-01,ITM
XCMEOCADPS20250801N0ZN2/109.75,1.09816,1.094882,1.082535,1.113785,2025-08-01,OTM
XCMEOCADCS20250801N0ZN2/110.0,2.354869,2.364261,2.339244,2.370494,2025-08-01,ITM
XCMEOCADPS20250801N0ZN2/110.0,1.390166,1.382837,1.374541,1.405791,2025-08-01,OTM
XCMEOCADCS20250801N0ZN2/110.25,1.923597,1.914068,1.907972,1.939222,2025-08-01,ITM
XCMEOCADPS20250801N0ZN2/110.25,1.460619,1.469196,1.444994,1.476244,2025-08-01,OTM
XCMEOCADCS20250801N0ZN2/110.5,1.78914,1.794237,1.773515,1.804765,2025-08-01,ITM
XCMEOCADPS20250801N0ZN2/110.5,1.12747,1.119238,1.111845,1.143095,2025-08-01,OTM
XCMEOCADCS20250801N0ZN2/110.75,1.507861,1.515245,1.492236,1.523486,2025-08-01,ITM
XCMEOCADPS20250801N0ZN2/110.75,1.318569,1.321745,1.302944,1.334194,2025-08-01,OTM
XCMEOCADCS20250801N0ZN2/111.0,1.219651,1.224628,1.204026,1.235276,2025-08-01,ITM
XCMEOCADPS20250801N0ZN2/111.0,1.142911,1.145428,1.127286,1.158536,2025-08-01,OTM
XCMEOCADCS20250801N0ZN2/111.25,1.002657,1.000254,0.987032,1.018282,2025-08-01,OTM
XCMEOCADPS20250801N0ZN2/111.25,1.283728,1.285574,1.268103,1.299353,2025-08-01,ITM
XCMEOCADCS20250801N0ZN2/111.5,1.321741,1.318846,1.306116,1.337366,2025-08-01,OTM
XCMEOCADPS20250801N0ZN2/111.5,1.414316,1.418556,1.398691,1.429941,2025-08-01,ITM
XCMEOCADCS20250801N0ZN2/111.75,1.12145,1.114611,1.105825,1.137075,2025-08-01,OTM
XCMEOCADPS20250801N0ZN2/111.75,1.95345,1.955131,1.937825,1.969075,2025-08-01,ITM
XCMEOCADCS20250801N0ZN2/112.0,1.326538,1.331008,1.310913,1.342163,2025-08-01,OTM
XCMEOCADPS20250801N0ZN2/112.0,2.148021,2.139541,2.132396,2.163646,2025-08-01,ITM
XCMEOCADCS20250801N0ZN2/112.25,1.053079,1.057662,1.037454,1.068704,2025-08-01,OTM
XCMEOCADPS20250801N0ZN2/112.25,2.656114,2.665515,2.640489,2.671739,2025-08-01,ITM
XCMEOCADCS20250801N0ZN2/112.5,1.4368,1.445124,1.421175,1.452425,2025-08-01,OTM
XCMEOCADPS20250801N0ZN2/112.5,2.674876,2.678303,2.659251,2.690501,2025-08-01,ITM
XCMEOCADCS20250801N0ZN2/112.75,1.491269,1.500201,1.475644,1.506894,2025-08-01,OTM
XCMEOCADPS20250801N0ZN2/112.75,3.061019,3.067383,3.045394,3.076644,2025-08-01,ITM
XCMEOCADCS20250801N0ZN2/113.0,1.423995,1.425389,1.40837,1.43962,2025-08-01,OTM
XCMEOCADPS20250801N0ZN2/113.0,3.10486,3.111287,3.089235,3.120485,2025-08-01,ITM
XCMEOCADCS20250804N0VY2/109.0,3.549199,3.539225,3.533574,3.564824,2025-08-04,ITM
XCMEOCADPS20250804N0VY2/109.0,1.419139,1.414024,1.403514,1.434764,2025-08-04,OTM
XCMEOCADCS20250804N0VY2/109.25,3.100715,3.09258,3.08509,3.11634,2025-08-04,ITM
XCMEOCADPS20250804N0VY2/109.25,1.496646,1.498667,1.481021,1.512271,2025-08-04,OTM
XCMEOCADCS20250804N0VY2/109.5,2.661226,2.665348,2.645601,2.676851,2025-08-04,ITM
XCMEOCADPS20250804N0VY2/109.5,1.362168,1.370247,1.346543,1.377793,2025-08-04,OTM
XCMEOCADCS20250804N0VY2/109.75,2.462933,2.457283,2.447308,2.478558,2025-08-04,ITM
XCMEOCADPS20250804N0VY2/109.75,1.282763,1.280713,1.267138,1.298388,2025-08-04,OTM
XCMEOCADCS20250804N0VY2/110.0,2.283113,2.279032,2.267488,2.298738,2025-08-04,ITM
XCMEOCADPS20250804N0VY2/110.0,1.166232,1.166948,1.150607,1.181857,2025-08-04,OTM
XCMEOCADCS20250804N0VY2/110.25,2.243714,2.241144,2.228089,2.259339,2025-08-04,ITM
XCMEOCADPS20250804N0VY2/110.25,1.101781,1.095232,1.086156,1.117406,2025-08-04,OTM
XCMEOCADCS20250804N0VY2/110.5,1.636439,1.635906,1.620814,1.652064,2025-08-04,ITM
XCMEOCADPS20250804N0VY2/110.5,0.979036,0.982561,0.963411,0.994661,2025-08-04,OTM
XCMEOCADCS20250804N0VY2/110.75,1.541689,1.548416,1.526064,1.557314,2025-08-04,ITM
XCMEOCADPS20250804N0VY2/110.75,1.058225,1.065394,1.0426,1.07385,2025-08-04,OTM
XCMEOCADCS20250804N0VY2/111.0,1.344141,1.338959,1.328516,1.359766,2025-08-04,ITM
XCMEOCADPS20250804N0VY2/111.0,1.209526,1.202039,1.193901,1.225151,2025-08-04,OTM
XCMEOCADCS20250804N0VY2/111.25,1.107041,1.098743,1.091416,1.122666,2025-08-04,OTM
XCMEOCADPS20250804N0VY2/111.25,1.178589,1.168665,1.162964,1.194214,2025-08-04,ITM
XCMEOCADCS20250804N0VY2/111.5,1.084847,1.084305,1.069222,1.100472,2025-08-04,OTM
XCMEOCADPS20250804N0VY2/111.5,1.5774,1.58406,1.561775,1.593025,2025-08-04,ITM
XCMEOCADCS20250804N0VY2/111.75,1.235024,1.243217,1.219399,1.250649,2025-08-04,OTM
XCMEOCADPS20250804N0VY2/111.75,1.968714,1.963382,1.953089,1.984339,2025-08-04,ITM
XCMEOCADCS20250804N0VY2/112.0,1.17742,1.172636,1.161795,1.193045,2025-08-04,OTM
XCMEOCADPS20250804N0VY2/112.0,2.269014,2.266253,2.253389,2.284639,2025-08-04,ITM
XCMEOCADCS20250804N0VY2/112.25,1.194676,1.196341,1.179051,1.210301,2025-08-04,OTM
XCMEOCADPS20250804N0VY2/112.25,2.580423,2.574325,2.564798,2.596048,2025-08-04,ITM
XCMEOCADCS20250804N0VY2/112.5,1.46302,1.460415,1.447395,1.478645,2025-08-04,OTM
XCMEOCADPS20250804N0VY2/112.5,2.754917,2.750808,2.739292,2.770542,2025-08-04,ITM
XCMEOCADCS20250804N0VY2/112.75,1.578549,1.568866,1.562924,1.594174,2025-08-04,OTM
XCMEOCADPS20250804N0VY2/112.75,3.125472,3.123812,3.109847,3.141097,2025-08-04,ITM
XCMEOCADCS20250804N0VY2/113.0,1.221338,1.214161,1.205713,1.236963,2025-08-04,OTM
XCMEOCADPS20250804N0VY2/113.0,3.516994,3.522373,3.501369,3.532619,2025-08-04,ITM
